1	38.918953	121.621628	1
2	39.106415	121.825508	1
3	38.917171	121.605026	1
4	38.918491	121.620041	1
5	38.919491	121.617889	1
6	38.918953	121.825508	1
7	38.922146	121.612434	1
8	38.922897	121.610840	1
9	38.923435	121.604080	1
10	38.924000	121.610664	1
11	38.924088	121.608940	1
12	38.930283	121.602982	1
13	38.932484	121.609062	1
14	38.933247	121.608200	1
15	38.938427	121.576408	1
16	38.940765	121.608002	1
17	38.954895	121.607704	1
18	38.960121	121.607292	1
19	38.960701	121.596771	1
20	38.961876	121.596397	1
21	38.967606	121.851524	1
22	38.993187	121.863503	1
23	38.999790	121.620728	1
24	39.000931	121.650345	1
25	39.001301	121.622726	1
26	39.001427	121.860008	1
27	39.001621	121.856819	1
28	39.004856	121.602036	1
29	39.002380	121.856758	1
30	39.008503	121.602188	1
31	39.012581	121.603577	1
32	39.017879	121.626289	1
33	39.019447	121.613907	1
34	39.020802	121.617416	1
35	39.021553	121.660675	1
36	39.019821	121.857056	1
37	39.021980	121.664246	1
38	39.020546	121.857979	1
39	39.023190	121.603271	1
40	39.023071	121.627815	1
41	39.020840	121.857315	1
42	39.024063	121.596558	1
43	39.025017	121.618202	1
44	39.025116	121.629875	1
45	39.025398	121.609955	1
46	39.026260	121.642555	1
47	39.026821	121.613495	1
48	39.026836	121.633949	1
49	39.027279	121.635559	1
50	39.027363	121.660454	1
51	39.027866	121.616020	1
52	39.028286	121.637268	1
53	39.028114	121.658516	1
54	39.028744	121.637856	1
55	39.029221	121.615700	1
56	39.029964	121.603493	1
57	39.027950	121.826408	1
58	39.028267	121.808861	1
59	39.030827	121.592316	1
60	39.030193	121.828056	1
61	39.033829	121.638268	1
62	39.032593	121.805351	1
63	39.034851	121.635605	1
64	39.036858	121.642876	1
65	39.038307	121.643639	1
66	39.037991	121.715813	1
67	39.039696	121.718124	1
68	39.039902	121.776871	1
69	39.040947	121.750343	1
70	39.041252	121.747795	1
71	39.042622	121.634613	1
72	39.043747	121.571342	1
73	39.042656	121.732445	1
74	39.044796	121.575768	1
75	39.047077	121.580246	1
76	39.045883	121.711372	1
77	39.047600	121.571182	1
78	39.047966	121.582596	1
79	39.048115	121.580589	1
80	39.047836	121.756294	1
81	39.049442	121.739975	1
82	39.049095	121.802979	1
83	39.048969	121.819305	1
84	39.049042	121.818329	1
85	39.049213	121.803032	1
86	39.049103	121.819023	1
87	39.050030	121.806664	1
88	39.051975	121.707779	1
89	39.050945	121.860748	1
90	39.051132	121.848328	1
91	39.054390	121.580116	1
92	39.054211	121.745689	1
93	39.054459	121.747925	1
94	39.054996	121.696587	1
95	39.054604	121.749443	1
96	39.055759	121.747734	1
97	39.058407	121.685974	1
98	39.059914	121.860725	1
99	39.059887	121.864571	1
100	39.061314	121.845665	1
101	39.062843	121.755219	1
102	39.064735	121.592979	1
